Name,Phone,Address,Facebook,State
Antiques & Uniques Vintage Market,321-622-6445,1240 Sarno Road Melbourne FL 32935,http://www.facebook.com/antiquesanduniquesvintagemarket,Florida
Ole Cracker House Antique Mall,352-732-8484,1734 NW Pine Ave (Highway 441) Ocala FL 34475,http://www.facebook.com/olecrackerhouseantiquemall,Florida
The Treasure Box,850-238-9598,1711 Thomas Dr Panama City Beach FL 32408,http://Facebook.com/ccmatthetreasurebox,Florida
Friggers and Treens,850-866-4269,1711 Thomas Drive Panama City Beach FL 32408,http://Facebook.com/Friggers-and-treens-105246327877211,Florida
Antique City Mall,352-389-4688,17020 SE County Road 234 (Exit 374 @ I-75) Micanopy FL 32667,http://www.facebook.com/antiquecitymall/,Florida
Vintage Marche,941-724-1197,2906 34th St S St Petersburg FL 33711,http://facebook.com/VintageMarche727/,Florida
Southern Comfort Antiques,863-439-4944,29119 Hwy 27 N Dundee FL 33838,http://facebook.com/SouthernComfortAntiques,Florida
Blessed & Distressed Vintage,941-896-8800,615 59th St W Bradenton FL 34209,http://facebook.com/Blessed-Distressed-Vintage-Bradenton-FL-223690638200109,Florida
Treasure Marts Eustis,352-602-7536,349 Plaza Drive Eustis FL 32726,unavailable,Florida
In One Era,305-393-5053,227 Petronia St. Key West FL 33040,http://Facebook.com/inoneera,Florida
Now & Then Mall,904-375-0454,420 College Dr  Ste 100 Middleburg FL 32068,http://facebook.com/nowandthenmall123,Florida
Oviedo Antique Mall,407-366-3668,95 Geneva Dr Oviedo FL 32765,http://www.facebook.com/pages/Oviedo-Antique-Mall/232120103567966,Florida
T and B Hidden Treasures,850-768-0272,1215 Jackson Ave Chipley FL 32428,unavailable,Florida
Biggar and Biggar Antique Mall,863-491-5862,133 W Oak St Arcadia FL 34266,http://facebook.com/BiggarBiggarAntiqueMall,Florida
Box of Delights & Antiques,813-395-6565,4822 Gall Blvd Zephyrhills FL 33542,http://www.facebook.com/boxofdelightsandantiques/,Florida
Main Street Antiques,352-323-1952,606 West Main St Leesburg FL 34748,http://facebook.com/leesburgmainstreetantiques,Florida
Old Time Antiques & More,850-398-5225,572 S Main St Crestview FL 32536,http://www.facebook.com/OldTimeAntiques/,Florida
The White Elephant Resale Shop,352-732-5580,120 S Magnolia Ave Ocala FL 34471,http://www.facebook.com/WhiteElephantStore,Florida
Madison Antiques Market & Interiors,850-973-9000,197 SW Range Ave Madison FL 32340,http://www.facebook.com/madisonantiquesmarket,Florida
Back Door Antiques,352-528-0769,36 E Noble Ave Williston FL 32696,http://www.facebook.com/BackDoorAntiquesWillistonFL/,Florida
Lloyds of Lakeland Antiques,863-682-2787,301 N Kentucky Ave Lakeland FL 33801,http://Facebook.com/lloydsoflakeland,Florida
Betty’s Antiques,321-951-2258,2001 Melbourne Ct Melbourne FL 32901,unavailable,Florida
Antique Emporium Market Place ,not available,1350 W 15th St Unit 20 Panama City FL 32401,http://www.facebook.com/Elegant-Endeavors-Antique-Emporium-204329656285407/,Florida
Castaways Vintage to Modern,904-672-7705,4201 St. Johns Ave. Jacksonville FL 32210,http://facebook.com/castawaysvtm,Florida
Got 2 Have It Antiques and Collectibles - Vero Beach,305-298-2176,1908 14th Ave Vero Beach  FL 32960,http://facebook.com/profile.php?id=100067163912205,Florida
State Theatre Antiques,813-394-3333,111 W J Adren Mays Blvd Plant City FL 33563,http://facebook.com/The-State-Theatre-Antiques-202040079822964/,Florida
Wilding’s Antiques & Collectibles,352-816-9844,1812 Ne Jacksonville Rd Ocala FL 34470,http://Facebook.com/wildingsantiques,Florida
Porter Auctions, Inc,850-520-4621,87 US Hwy 331 North DeFuniak Springs FL 32433,http://www.facebook.com/porterauctions,Florida
Chiefland Farmers Flea Market,352-493-2022,1206 N Young Blvd Chiefland FL 32626,unavailable,Florida
Twin Rivers Local Vintage,321-499-3050,791 S Babcock St Melbourne FL 32901,http://facebook.com/twinriverslocalvintage,Florida
Dunn's Attic & Rosie's Cafe ,386-673-0044,136 W Granada Blvd Ormond Beach FL 32174,http://www.facebook.com/dunnsattic/,Florida
Herlong Mansion,352-466-3322,402 Ne Cholokka Blvd Micanopy FL 32667,unavailable,Florida
Smiths Antiques Mall,850-654-1484,12500 Emerald Coast Pkwy W Miramar Beach FL 32550,unavailable,Florida
House of Newstalgia,850-835-0309,15950 Madison St Freeport FL 32439,http://www.facebook.com/1houseofnewstalgia,Florida
Glass, Antique or Not,863-491-0100,127 W Oak St Arcadia FL 34266,http://Facebook.com/Glass-Antique-or-Not-100746498404133,Florida
DeFrance Indoor Flea Market, Antiques and Collectables,850-314-7500,230 Eglin Parkway SE Fort Walton Beach FL 32548,http://www.facebook.com/defrance.antiques,Florida
Hidden Treasures,352-212-9074,41 Nw Us Highway 19 Crystal River FL 34428,http://facebook.com/profile.php?id=100087429156179,Florida
Two 'Ole Hens Too,352-437-5732,14136 8th ST Dade CIty FL 33525,http://facebook.com/TwoOleHensToo,Florida
James & Jeffrey Antiques - Showroom,561-832-7987,3713 S Dixie Hwy West Palm Beach FL 33405,unavailable,Florida
Treasure Alley,not available,108 W Oak St Arcadia FL 34266,http://www.facebook.com/treasurealleyantiques/,Florida
Memory Lane Antiques and Collectables,850-577-1045,1425 N Monroe St Tallahassee FL 32303,unavailable,Florida
Collins Street Junction Antiques,813-659-2585,117 N Collins St Plant City FL 33563,http://www.facebook.com/COLLINSSTREETJUNCTION/,Florida
The Fine Lion Antiques Inc,305-733-5333,9564 Griffin Road Cooper City FL 33328,http://www.facebook.com/antiques.net/,Florida
Archeo Gallery,305-294-3771,1208 Duval St Key West FL 33040,http://Facebook.com/ArcheoGallery,Florida
Rivertown Mercantile,850-674-1311,20721 Central Avenue East Blountstown FL 32424,http://www.facebook.com/Rivertown-Mercantile-548801625248963/,Florida
RMB's Arts and Antiques,352-631-7323,15434 County Line Rd Spring Hill FL 34610,http://facebook.com/rmbsartsandantiques,Florida
Live Oak Antique Mall,386-719-0384,221 West Howard Street Live Oak FL 32064,http://facebook.com/liveoakantiquemall/,Florida
Flutterby Antiques, Uniques & Gifts,850-269-3200,209 Main St Destin FL 32541,http://www.facebook.com/flutterbyantiques,Florida
Lost Relics•Fine Antiques ,508-958-0807,233 SW Range Ave Madison FL 32340,http://www.facebook.com/LostRelics2019/,Florida
Collectors Consortium,239-265-5328,25091 Bernwood Dr Ste 7 Bonita Spgs FL 34135,http://www.facebook.com/collectorsconsortium/,Florida
Treasure House Antiques & Collectibles,863-875-7921,232 6th Street NW Winter Haven FL 33881,http://facebook.com/treasurehousetwo,Florida
The Vintage Vine Market,941-928-0776,424 9th Street East Bradenton FL 34208,http://facebook.com/thevintagevinemarket,Florida
JEMsOriginals LLC,352-318-3193,214 NE Cholokka Blvd Micanopy FL 32667,http://Facebook.com/JEMsOriginals,Florida
Porters Corner Antiques,850-520-4621,87 US Hwy 331 North DeFuniak Springs FL 32433,http://facebook.com/PortersCornerDeFuniak,Florida
Modern Antique Mall (CLOSED),850-865-4564,3 Racetrack Rd NW Ft Walton Beach FL 32547,http://facebook.com/Modern-Antique-Mall-109105708129958,Florida
Dusty Rose Antique Mall,321-567-4580,1101 S Washington Ave Titusville FL 32780,http://facebook.com/dustyroseantiquemall,Florida
Lakeland Antique Mall,863-603-3917,3530 Us Highway 98 N Lakeland FL 33809,http://facebook.com/LakelandAntiqueMall,Florida
Magnolia Vintage Company,850-684-3091,8287 Navarre Pkwy Navarre FL 32566,http://facebook.com/profile.php?id=100090610933150,Florida
Sea Store,305-587-6048,518 Fleming St Key West FL 33040,http://Facebook.com/seastorekeywest,Florida
Zula's Antiques,941-729-9500,6441 US Hwy 19 Terra Ceia FL 34250,http://www.facebook.com/zulas.antiques.33/,Florida
Unique Antique Shop,772-460-3131,4559 North US Highway 1 Fort Pierce FL 34946,http://facebook.com/The-Unique-Antique-Shop-288425281168570/,Florida
Eyeing the Past,239-275-8885,1936 Commercial Dr Fort Myers FL 33901,http://facebook.com/profile.php?id=100092558205607,Florida
Our Old Stuff Antiques,386-238-7207,1005 Ridgewood Ave Daytona Beach FL 32117,http://www.facebook.com/ouroldstuffantiques,Florida
Carousel Workshop,352-669-6449,By Appoinment Only Deland FL 32720,http://www.facebook.com/pages/Carousel-Workshop/211148052230512,Florida
Delectable Collectables,352-466-3327,112 NE Cholokka Blvd Micanopy FL 32667,http://www.facebook.com/pages/Delectable-Collectables/206278712729464,Florida
Emiline's Antique Mall,941-729-5282,1415 10th St W Palmetto FL 34221,http://www.facebook.com/emilinesantiques/,Florida
Antique Emporium,352-591-1221,17990 Nw 77th Ave Reddick FL 32686,http://www.facebook.com/antiqueemporiumfl/,Florida
Auctions by Adkins ,352-389-4688,17020 SE County Road 234 (Exit 374 @ I-75) Micanopy FL 32667,unavailable,Florida
Rustic Reflections,850-306-1500,267 N Main St Crestview FL 32536,http://www.facebook.com/rusticreflectionscrestview,Florida
James & Jeffrey Antiques - Pavilion,561-832-1760,3619 S Dixie Hwy West Palm Beach FL 33405,unavailable,Florida
Sugar Bear Antiques Mall,904-886-0393,3047 Julington Creek Rd Jacksonville FL 32223,http://facebook.com/sugarbearmall/,Florida
Oooodles Antiques,850-453-2050,3733 W Navy Blvd Pensacola FL 32507,http://www.facebook.com/oooodlesantiques,Florida
Strawberry House BnB,813-924-2000,805 North Wheeler Street Plant City FL 33563,http://www.facebook.com/StrawberryHousePC,Florida
Pik-itz Art & Antiques,850-710-7127,1922 Highway 87 Navarre FL 32566,http://facebook.com/pikitzartandantiques,Florida
Fran's Interior Treasures,386-675-6534,1439 N Us Highway 1  Ste A5 Ormond Beach FL 32174,unavailable,Florida
Blue Moon Antique Mall,850-455-7377,3721 W Navy Blvd Pensacola FL 32507,http://facebook.com/Bluemoonantiquemall,Florida
Renninger's Antique Center,352-383-8393,20651 US 441 Mount Dora FL 32757,http://facebook.com/RenningersFleaMarketandAntiqueCenter/,Florida
Wisteria Antiques,813-835-8630,2718 S MacDill Ave Tampa FL 33629,unavailable,Florida
Main Street Antiques on Harrison,850-640-3390,535 Harrison Avenue Panama City FL 32401,http://www.facebook.com/Main-Street-Antiques-on-Harrison-193959007605802/,Florida
Funky Pumpkin ,850-520-4429,203 Live Oak Ave W DeFuniak Springs FL 32435,http://www.facebook.com/funkypumpkinvintagemarket,Florida
Antique Galleries of St. Petersburg,727-321-3331,450 34th St N St Petersburg FL 33713,http://www.facebook.com/AntiqueGalleriesofStPetersburgcom/,Florida
The Mustard Seed Collection,352-854-0294,56 Se 1st Ave  Ste 102 Ocala FL 34471,http://www.facebook.com/themustardseedcollection/,Florida
DeFrance Antiques on Beal,850-865-5658,74B Beal Parkway NW Fort Walton Beach FL 32548,http://facebook.com/defranceonbeal,Florida
Touch of Grace Galleria Shop,352-478-1764,956 Se State Road 100 Keystone Hgts FL 32656,http://facebook.com/Touch-of-Grace-Galleria-381233796020606/,Florida
Feed Store Antique Mall,941-729-1379,4407 Us Highway 301 N Ellenton FL 34222,http://www.facebook.com/feedstoreantiquemall,Florida
Teal Trunk,850-520-4505,11078 US Hwy 90 West Defuniak Springs FL 32433,http://facebook.com/thetealtrunk,Florida
90 Miles to Cuba,305-292-1333,616 Green St. Key West FL 33040,http://facebook.com/pages/90-Miles-to-Cuba/126036847449821,Florida
Two Sisters Vintage,352-629-5833,540 Ne 14th St Ocala FL 34470,http://www.prod.facebook.com/pg/twosistersvintagethrift/posts/,Florida
Wildwood Antique Mall of Vero Beach,772-562-8777,720 South US Highway 1 Vero Beach FL 32962,http://facebook.com/wamverobeach/,Florida
Knot on Main Street,727-738-8090,2424 Bayshore Blvd Dunedin FL 34698,http://www.facebook.com/pages/Knot-On-Main-Street/117015868322682,Florida
Cool Treasures Antiques & Collectibles,786-561-1008,9841 East Fern Street Palmetto Bay FL 33157,unavailable,Florida
The Florida Native,352-569-4277,15 S Market Blvd Webster FL 33597,http://facebook.com/theflnative,Florida
Treasure Marts Hudson,813-947-3049,8202 State Road 52 Hudson FL 34667,unavailable,Florida
Angevine's Jewelry & Fine Silver ,386-734-8553,2899 S Woodland Blvd Deland FL 32720,http://www.facebook.com/Angevines-Deland-664072993649128/,Florida
Key West Island Books,305-294-2904,513 1/2 Fleming St Key West FL 33040,http://Facebook.com/KWIslandbooks,Florida
Webb's Antique Mall,386-758-5564,245 SW Webbs Glen Lake City FL 32024,http://facebook.com/webbsantiquemall,Florida
Fans & Stoves Antique Mall,904-354-3768,2270 Blanding Blvd Jacksonville FL 32210,http://facebook.com/FansStovesAntiqueMall,Florida
Vero Beach Extravaganza - Florida,941-697-7475,7955 58th Avenue Vero Beach FL 32967,unavailable,Florida
Southern Crossing Antique Mall,904-384-1757,2718 Park St Jacksonville FL 32205,http://www.facebook.com/southerncrossingantiquemall/,Florida
Island Antiques,305-294-0029,536 Fleming St Key West FL 33040,http://Facebook.com/islandantiqueskw,Florida
Gannons Antiques and Art Mall,239-489-2211,16521 S Tamiami Trl Fort Myers FL 33908,http://www.facebook.com/GannonsAntiquesAndArt/,Florida
Marketplace at Rivertown ,386-747-4061,114 S Woodland Blvd Deland FL 32720,http://facebook.com/marketplaceatrivertown,Florida
The Boulevard Shoppe,727-327-9700,5321 Gulfport Blvd S # 5325 Gulfport FL 33707,http://www.facebook.com/pages/Boulevard-Shoppe-Garden/1520388224860883,Florida
Micanopy Outpost,352-466-0010,205 Northeast Cholokka Blvd Micanopy FL 32667,http://www.facebook.com/micanopyoutpost/,Florida
Elemental Art Florida,239-841-0423,13821 N Cleveland Ave Fort Myers FL 33903,http://Facebook.com/elementalartflorida,Florida
The Bird Nest Vintage Market,386-454-2200,18568 High Springs Main St High Springs FL 32643,http://www.facebook.com/thebirdnestvintagemarket,Florida
Duck And Dolphin Antiques,305-295-0499,601 Fleming St Key West FL 33040,http://facebook.com/Duck-Dolphin-Antiques-165263193500653/,Florida
The Planters Exchange,not available,204 NW 2nd St Havana FL 32333,http://facebook.com/profile.php?id=100091562198266,Florida
Nook & Cranny,850-865-2976,676 Baldwin Ave Defuniak Spgs FL 32435,http://www.facebook.com/gentlyusedconsignment,Florida
Cherokee Market,678-341-8032,11611 Cumming Hwy Canton GA 30115,http://facebook.com/cherokeemarketfarmfreshproduce?mibextid=ZbWKwL/,Georgia
Ideal Antiques,478-955-0477,201 Tom Watson Blvd Ideal GA 31041,https://www.facebook.com/profile.php?id=100064781001680,Georgia
Junk Happens,678-726-3071,339 Atlanta Hwy  300 Winder GA 30680,http://facebook.com/JunkHappens19,Georgia
The Painted Lady Boutique,912-384-0431,313 Peterson Ave S Douglas GA 31533,http://www.facebook.com/The-Painted-Lady-Boutique-462441660518975/,Georgia
Black Bear Antiques & Interiors,706-635-2327,240B Old Orchard Square East Ellijay GA 30540,http://facebook.com/BlackBearAntiques/,Georgia
Out of the Cedar Chest Antiques & Interiors,678-696-5273,300 Northside Dr Gainesville GA 30501,http://www.facebook.com/OutoftheCedarChest,Georgia
Hogan House at Rose Hill Bed and Breakfast,706-668-0367,804 E Main St Hogansville GA 30230,http://www.facebook.com/hoganhousegeorgia/,Georgia
Jasper GA Antiques,404-456-6502,14 Mark Whitfield Dr Jasper GA 30143,http://facebook.com/Jasper Ga. Antiques  Things,Georgia
Queen of Hearts Antiques - Buford,678-714-0643,4125 Buford Dr #D Buford  GA 30518,http://www.facebook.com/pages/Queen-of-Hearts-Antiques/217371141606755,Georgia
Southern Flare Antiques and Interiors,706-635-6330,1362 Hwy 52 E East Ellijay GA 30536,http://www.facebook.com/southernflarega,Georgia
Dipsy Doodle Antiques and More,706-867-4908,27 Panter Dr Dahlonega GA 30533,http://www.facebook.com/DipsyDoodleAntiques/,Georgia
Front Porch Marketplace,229-400-3772,100 E 2nd Street Donalsonville GA 39845,http://www.facebook.com/frontporchmarketplacedonalsonville,Georgia
SIMPLE FINDS CONSIGNMENT DESIGNER OUTLET MALL,678-691-4241,3614 Chamblee Dunwoody Rd Chamblee GA 30341,http://www.facebook.com/Simple-Finds-Interiors-Antiques-404738922981652/,Georgia
A Country Way Design,678-696-8889,5608 Thompson Bridge Rd Murrayville GA 30564,http://www.facebook.com/acountryway,Georgia
Marina Marina - Mercantile & Venue,678-903-6048,19 Powder Spring Street Marietta GA 30060,http://facebook.com/pagesMarinaMarina1425694431020562,Georgia
Mountain Antiques Alto,706-960-9228,258 Anderson Cir Alto GA 30510,http://www.facebook.com/Mountain-Antiques-Alto-100994719000635,Georgia
River City Antiques & Interiors,706-237-6235,876 Spider Webb Dr Se Rome GA 30161,http://Facebook.com/rivercityantiques,Georgia
Braxton's Antique Auctions,770-466-0717,307 Main St Loganville GA 30052,http://facebook.com/auction78,Georgia
Dorminy-Massee House,229-423-3123,516 W Central Ave Fitzgerald GA 31750,unavailable,Georgia
The New Red Wagon Vintage Market,912-526-9057,540 NW Broad St Lyons GA 30436,http://www.facebook.com/VintageRedWagon/,Georgia
Teacups & Twigs Antique Shabby Chic Mall,307-286-9231,21 High Park Drive Blue Ridge GA 30513,http://facebook.com/Karen.teacupstwigs,Georgia
Bula's Antiques & Collectibles,229-396-4363,323 Main St S Tifton GA 31794,http://www.facebook.com/BulasAntiquesandCollectibles,Georgia
Dana's Antiques, Collectibles and Interiors,404-626-9305,127 Warehouse Drive Cleveland GA 30528,http://www.facebook.com/danasantiques,Georgia
The Gathered Warehouse,334-787-1252,30 Durand Street Woodbury GA 30293,http://www.facebook.com/TheGatheredWarehouse,Georgia
The Central Market,229-457-4758,105 E Central Ave Fitzgerald GA 31750,http://www.facebook.com/thecentralmarketfitzgerald/,Georgia
Blue Heron Antique Mall,706-865-0084,73 W Underwood St Cleveland GA 30528,http://www.facebook.com/profile.php?id=100068090911101,Georgia
Marietta Antique Mall,770-973-5600,1477 Roswell Road  Suite 100 Marietta GA 30062,http://www.facebook.com/Mariettaantiquemall,Georgia
Dunn's Antiques,478-956-4266,3 N Winston St Reynolds GA 31076,http://www.facebook.com/DunnsAntiquesAuctionsAndFleaMarket,Georgia
Hiawassee Antique Mall,706-896-0587,518 N Main St Ste 2 Hiawassee GA 30546,http://www.facebook.com/hiawasseeantiquemall,Georgia
Olde Town Antiques,912-456-3017,1407 Newcastle Street Brunswick GA 31520,http://www.facebook.com/profile.php?id=100076226199434,Georgia
Victorian Place Antiques,912-265-3175,1412 Gloucester St Brunswick GA 31520,http://www.facebook.com/profile.php?id=100057539017226,Georgia
